RA,Fase_Raw,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,INDE,Pedra,Cg,Cf,Ct,Num_Avaliacoes,IAA,IEG,IPS,IDA,IPV,IAN,Rec_Psicologia,Nota_Matematica,Nota_Portugues,Nota_Ingles,Indicado_Bolsa,Atingiu_Ponto_Virada,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV,Ano_Referencia,IPP,Escola,Status_Matricula,Status_Cadastro,Fase_Num
RA-644,FASE 2,2P,Aluno-644,,,Feminino,2021,Pública,6.897033333,Agata,,,,3.0,10.0,5.6,7.52,5.9,7.503333333,5.0,,4.0,7.7,,,,Fase 3 (7° e 8° ano),-1,,,,2023,8.541666667,,,Completo,2.0
RA-461,FASE 2,2P,Aluno-461,,12.0,Feminino,2018,Pública,7.2379,Ametista,,,,3.0,7.3,7.9,3.77,7.4,8.616666667,5.0,,5.7,9.0,,,,Fase 3 (7° e 8° ano),-1,,,,2023,8.541666667,,,Completo,2.0
RA-632,FASE 2,2R,Aluno-632,,11.0,Feminino,2022,Pública,7.8768,Ametista,,,,3.0,4.7,9.1,5.64,7.4,8.563333333,10.0,,6.8,8.0,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.333333333,,,Completo,2.0
RA-633,FASE 2,2R,Aluno-633,,,Feminino,2020,Pública,6.6552,Agata,,,,3.0,1.7,8.1,6.27,7.2,7.286666667,5.0,,5.3,9.0,,,,Fase 3 (7° e 8° ano),-1,,,,2023,8.541666667,,,Completo,2.0
RA-1137,FASE 2,2R,Aluno-1137,,10.0,Feminino,2023,Pública,8.743366667,Topázio,,,,3.0,9.5,9.8,6.27,6.5,9.843333333,10.0,,6.0,7.0,,,,Fase 2 (5° e 6° ano),0,,,,2023,9.375,,,Completo,2.0
RA-1138,FASE 2,2R,Aluno-1138,,12.0,Feminino,2023,Pública,8.3472,Topázio,,,,3.0,9.0,9.2,6.27,9.3,8.566666667,5.0,,9.0,9.5,,,,Fase 3 (7° e 8° ano),-1,,,,2023,9.166666667,,,Completo,2.0
RA-1139,FASE 2,2R,Aluno-1139,,11.0,Masculino,2023,Pública,7.6647,Ametista,,,,3.0,8.5,9.1,5.64,5.3,7.79,10.0,,6.3,4.3,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.125,,,Completo,2.0
RA-1140,FASE 2,2R,Aluno-1140,,11.0,Feminino,2023,Pública,7.703533333,Ametista,,,,3.0,4.7,8.7,7.52,7.3,7.62,10.0,,8.5,6.0,,,,Fase 2 (5° e 6° ano),0,,,,2023,7.708333333,,,Completo,2.0
RA-445,FASE 2,2R,Aluno-445,,13.0,Masculino,2022,Pública,7.9087,Ametista,,,,3.0,8.0,8.8,6.89,8.4,8.176666667,5.0,,7.7,9.0,,,,Fase 3 (7° e 8° ano),-1,,,,2023,8.541666667,,,Completo,2.0
RA-1141,FASE 2,2R,Aluno-1141,,12.0,Feminino,2023,Pública,7.2757,Ametista,,,,3.0,9.0,8.8,7.52,5.9,7.113333333,5.0,,5.5,6.2,,,,Fase 3 (7° e 8° ano),-1,,,,2023,7.708333333,,,Completo,2.0
RA-639,FASE 2,2R,Aluno-639,,11.0,Feminino,2021,Pública,7.5853,Ametista,,,,3.0,7.4,8.1,6.27,6.3,7.62,10.0,,4.8,7.8,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.125,,,Completo,2.0
RA-1142,FASE 2,2R,Aluno-1142,,11.0,Feminino,2023,Pública,9.175033333,Topázio,,,,3.0,9.0,10.0,7.52,10.0,8.343333333,10.0,,10.0,10.0,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.541666667,,,Completo,2.0
RA-642,FASE 2,2R,Aluno-642,,,Feminino,2021,Pública,8.416866667,Topázio,,,,3.0,9.5,9.2,6.27,6.5,9.173333333,10.0,,5.7,7.2,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.75,,,Completo,2.0
RA-658,FASE 2,2U,Aluno-658,,10.0,Feminino,2022,Pública,8.438533333,Topázio,,,,3.0,9.5,9.5,7.52,6.1,9.173333333,10.0,,5.3,6.8,,,,Fase 2 (5° e 6° ano),0,,,,2023,7.916666667,,,Completo,2.0
RA-588,FASE 2,2U,Aluno-588,,10.0,Feminino,2021,Privada - Programa de Apadrinhamento,8.3527,Topázio,,,,3.0,8.0,9.6,2.52,7.8,9.673333333,10.0,,7.5,8.0,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.958333333,,,Completo,2.0
RA-662,FASE 2,2U,Aluno-662,,12.0,Feminino,2022,Pública,6.733566667,Agata,,,,3.0,6.8,7.6,6.27,6.7,6.72,5.0,,4.3,9.0,,,,Fase 3 (7° e 8° ano),-1,,,,2023,7.291666667,,,Completo,2.0
RA-403,FASE 2,2U,Aluno-403,,,Masculino,2020,Pública,7.716366667,Ametista,,,,3.0,8.5,8.8,6.27,7.8,8.45,5.0,,6.8,8.8,,,,Fase 3 (7° e 8° ano),-1,,,,2023,7.291666667,,,Completo,2.0
RA-591,FASE 2,2U,Aluno-591,,,Masculino,2021,Pública,7.1472,Ametista,,,,3.0,9.0,8.5,6.27,6.9,7.333333333,5.0,,6.2,7.5,,,,Fase 3 (7° e 8° ano),-1,,,,2023,5.833333333,,,Completo,2.0
RA-592,FASE 2,2U,Aluno-592,,11.0,Feminino,2020,Privada,7.935466667,Ametista,,,,3.0,6.2,9.2,3.77,7.6,8.95,10.0,,5.5,9.7,,,,Fase 2 (5° e 6° ano),0,,,,2023,7.916666667,,,Completo,2.0
RA-602,FASE 2,2U,Aluno-602,,12.0,Masculino,2019,Pública,8.5592,Topázio,,,,3.0,10.0,9.6,7.52,8.1,9.51,5.0,,7.3,8.8,,,,Fase 3 (7° e 8° ano),-1,,,,2023,8.75,,,Completo,2.0
RA-666,FASE 2,2U,Aluno-666,,,Masculino,2022,Pública,8.720366667,Topázio,,,,3.0,9.5,9.1,7.52,7.1,9.62,10.0,,6.7,7.5,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.541666667,,,Completo,2.0
RA-667,FASE 2,2U,Aluno-667,,12.0,Masculino,2021,Pública,6.774866667,Agata,,,,3.0,9.0,6.9,6.89,5.2,7.836666667,5.0,,3.0,7.3,,,,Fase 3 (7° e 8° ano),-1,,,,2023,7.083333333,,,Completo,2.0
RA-422,FASE 2,2U,Aluno-422,,,Masculino,2022,Pública,5.57,Quartzo,,,,3.0,0.0,7.8,7.52,4.4,6.106666667,5.0,,3.0,5.7,,,,Fase 3 (7° e 8° ano),-1,,,,2023,6.666666667,,,Completo,2.0
RA-595,FASE 2,2U,Aluno-595,,,Masculino,2018,Pública,5.078666667,Quartzo,,,,3.0,0.0,7.0,7.52,3.3,5.55,5.0,,3.2,3.3,,,,Fase 3 (7° e 8° ano),-1,,,,2023,6.666666667,,,Completo,2.0
RA-423,FASE 2,2U,Aluno-423,,13.0,Feminino,2022,Pública,6.607533333,Agata,,,,3.0,8.0,8.7,6.89,3.4,7.45,5.0,,2.3,4.5,,,,Fase 3 (7° e 8° ano),-1,,,,2023,7.083333333,,,Completo,2.0
RA-669,FASE 2,2U,Aluno-669,,11.0,Masculino,2022,Pública,7.345033333,Ametista,,,,3.0,8.5,7.8,7.52,5.0,7.06,10.0,,3.3,6.7,,,,Fase 2 (5° e 6° ano),0,,,,2023,7.708333333,,,Completo,2.0
RA-670,FASE 2,2U,Aluno-670,,,Feminino,2022,Pública,8.6067,Topázio,,,,3.0,9.5,8.7,7.52,7.0,9.343333333,10.0,,5.8,8.2,,,,Fase 2 (5° e 6° ano),0,,,,2023,8.958333333,,,Completo,2.0
RA-609,FASE 2,2U,Aluno-609,,,Masculino,2019,Pública,6.463033333,Agata,,,,3.0,9.5,6.4,7.52,5.3,6.216666667,5.0,,3.2,7.3,,,,Fase 3 (7° e 8° ano),-1,,,,2023,6.875,,,Completo,2.0
RA-326,FASE 3,3A,Aluno-326,,13.0,Feminino,2022,Privada,8.65075,Topázio,,,,4.0,9.6,9.4,3.14,8.2,9.76,10.0,,8.3,7.5,8.8,,,Fase 3 (7° e 8° ano),0,,,,2023,9.0625,,,Completo,3.0
RA-179,FASE 3,3A,Aluno-179,,12.0,Masculino,2022,Pública,8.437641667,Topázio,,,,4.0,8.8,9.4,7.52,6.4,8.9225,10.0,,8.7,6.3,4.3,,,Fase 3 (7° e 8° ano),0,,,,2023,8.59375,,,Completo,3.0
RA-1143,FASE 3,3A,Aluno-1143,,15.0,Feminino,2023,Pública,6.445933333,Agata,,,,4.0,8.8,7.0,6.26,5.3,6.2075,5.0,,6.0,6.3,3.5,,,Fase 5 (1° EM),-2,,,,2023,7.5,,,Completo,3.0
RA-330,FASE 3,3A,Aluno-330,,,Feminino,2018,Pública,6.084875,Agata,,,,4.0,9.6,7.2,6.89,3.3,5.8275,5.0,,3.8,3.8,2.3,,,Fase 5 (1° EM),-2,,,,2023,6.71875,,,Completo,3.0
RA-332,FASE 3,3A,Aluno-332,,,Masculino,2017,Privada - Programa de Apadrinhamento,8.002591667,Topázio,,,,4.0,9.2,8.4,8.76,6.8,9.175,5.0,,6.3,7.7,6.5,,,Fase 4 (9° ano),-1,,,,2023,8.28125,,,Completo,3.0
